Player,Salary,Salary adjusted by inflation,Season
Elliot Williams,57726,62360,2015/16
Quincy Miller,50000,54014,2015/16
Thanasis Antetokounmpo,30887,33366,2015/16
JJ O'Brien,30887,33366,2015/16
Nate Robinson,26456,28580,2015/16
Dorell Wright,17637,19052,2015/16
John Holland,9266,10009,2015/16
Kobe Bryant,23500000,25418113,2014/15
Joe Johnson,23180790,25072849,2014/15
Carmelo Anthony,22458401,24291497,2014/15
Amare Stoudemire,21896658,23683903,2014/15
Dwight Howard,21436271,23185939,2014/15
LeBron James,20644400,22329434,2014/15
Chris Bosh,20644400,22329434,2014/15
Chris Paul,20068563,21706596,2014/15
Kevin Durant,19997513,21629747,2014/15
Deron Williams,19754465,21366861,2014/15
Rudy Gay,19317326,20894042,2014/15
Derrick Rose,18862876,20402499,2014/15
Blake Griffin,17632688,19071900,2014/15
Carlos Boozer,16800000,18171247,2014/15
Zach Randolph,16500000,17846760,2014/15
Marc Gasol,15829688,17121736,2014/15
Paul George,15800000,17089625,2014/15
Kevin Love,15719063,17002082,2014/15
Russell Westbrook,15719062,17002081,2014/15
Brook Lopez,15719000,17002014,2014/15
LaMarcus Aldridge,15200000,16440652,2014/15
David Lee,15012000,16237307,2014/15
Dwyane Wade,15000000,16224327,2014/15
Josh Smith,14945778,16165680,2014/15
Roy Hibbert,14898938,16115017,2014/15
Jeremy Lin,14898938,16115017,2014/15
Eric Gordon,14898938,16115017,2014/15
Omer Asik,14898938,16115017,2014/15
Gordon Hayward,14746000,15949596,2014/15
Chandler Parsons,14700000,15899841,2014/15
James Harden,14693906,15893250,2014/15
Tyson Chandler,14596888,15788313,2014/15
Brandon Roy,14399332,15574632,2014/15
DeMarcus Cousins,13701250,14819571,2014/15
John Wall,13701250,14819571,2014/15
Al Jefferson,13500000,14601895,2014/15
Eric Bledsoe,13000000,14061084,2014/15
Nenê,13000000,14061084,2014/15
Andrew Bogut,12972973,14031851,2014/15
Derrick Favors,12950000,14007003,2014/15
Rajon Rondo,12909090,13962753,2014/15
Joakim Noah,12700000,13736597,2014/15
Tony Parker,12500000,13520273,2014/15
Andre Iguodala,12289544,13292639,2014/15
Serge Ibaka,12250000,13249867,2014/15
Nikola Pekovic,12100000,13087624,2014/15
Al Horford,12000000,12979462,2014/15
David West,12000000,12979462,2014/15
Kevin Garnett,12000000,12979462,2014/15
Andrea Bargnani,12000000,12979462,2014/15
Kyle Lowry,12000000,12979462,2014/15
Ty Lawson,11595506,12541952,2014/15
DeAndre Jordan,11440123,12373887,2014/15
Nicolas Batum,11390500,12320213,2014/15
Tyreke Evans,11265416,12184920,2014/15
JaVale McGee,11250000,12168245,2014/15
Larry Sanders,11000000,11897840,2014/15
Jrue Holiday,11000000,11897840,2014/15
Danilo Gallinari,10854850,11740843,2014/15
Stephen Curry,10629213,11496789,2014/15
Marcin Gortat,10434782,11286488,2014/15
Tim Duncan,10361446,11207166,2014/15
Gerald Wallace,10105855,10930713,2014/15
Anderson Varejao,9800000,10599894,2014/15
Brendan Haywood,9798000,10597730,2014/15
Luol Deng,9714461,10507373,2014/15
Steve Nash,9701000,10492813,2014/15
Kendrick Perkins,9588889,10371551,2014/15
Paul Millsap,9500000,10275407,2014/15
DeMar DeRozan,9500000,10275407,2014/15
Tyrus Thomas,9460664,10232860,2014/15
Mike Miller,9332000,10093694,2014/15
Tiago Splitter,9250000,10005002,2014/15
Jeff Green,9200000,9950921,2014/15
Thaddeus Young,9160870,9908597,2014/15
Lance Stephenson,9000000,9734596,2014/15
Jordan Hill,9000000,9734596,2014/15
Mike Conley,8760000,9475007,2014/15
Monta Ellis,8720000,9431742,2014/15
Marcus Thornton,8697500,9407406,2014/15
Trevor Ariza,8600000,9301948,2014/15
Channing Frye,8579088,9279329,2014/15
Landry Fields,8500000,9193785,2014/15
Ryan Anderson,8491500,9184592,2014/15
Marcus Camby,8354416,9036318,2014/15
Drew Gooden,8128490,8791952,2014/15
Jeff Teague,8000000,8652974,2014/15
Taj Gibson,8000000,8652974,2014/15
Brandon Jennings,8000000,8652974,2014/15
George Hill,8000000,8652974,2014/15
OJ Mayo,8000000,8652974,2014/15
Boris Diaw,8000000,8652974,2014/15
Dirk Nowitzki,7974482,8625374,2014/15
Ersan Ilyasova,7900000,8544812,2014/15
Glen Davis,7827985,8466919,2014/15
Tayshaun Prince,7707865,8336995,2014/15
Al Harrington,7609800,8230926,2014/15
Arron Afflalo,7562500,8179765,2014/15
Goran Dragic,7500000,8112163,2014/15
Kyrie Irving,7459924,8068816,2014/15
Josh Childress,7317500,7914767,2014/15
Wesley Matthews,7245640,7837042,2014/15
Isaiah Thomas,7238606,7829434,2014/15
Avery Bradley,7191011,7777954,2014/15
Pau Gasol,7128000,7709800,2014/15
Jose Calderon,7097191,7676476,2014/15
Travis Outlaw,7000000,7571352,2014/15
Marvin Williams,7000000,7571353,2014/15
Manu Ginobili,7000000,7571353,2014/15
Amir Johnson,7000000,7571353,2014/15
Brandon Bass,6950000,7517271,2014/15
JJ Redick,6792500,7346916,2014/15
Kevin Martin,6792500,7346916,2014/15
Wilson Chandler,6754913,7306261,2014/15
Carl Landry,6750000,7300947,2014/15
Derrick Williams,6679866,7225089,2014/15
Jason Richardson,6601125,7139921,2014/15
Greivis Vasquez,6400000,6922379,2014/15
Jarrett Jack,6300000,6814217,2014/15
Kyle Korver,6253521,6763945,2014/15
Jason Thompson,6037500,6530292,2014/15
Enes Kanter,6008106,6498498,2014/15
Gerald Henderson,6000000,6489731,2014/15
Jodie Meeks,6000000,6489731,2014/15
JR Smith,5982375,6470667,2014/15
Chuck Hayes,5958750,6445114,2014/15
Patrick Patterson,5831326,6307289,2014/15
Jose Juan Barea,5822078,6297286,2014/15
PJ Tucker,5700000,6165244,2014/15
Anthony Davis,5607240,6064913,2014/15
Anthony Bennett,5563920,6018057,2014/15
Andrew Wiggins,5510640,5960428,2014/15
Greg Monroe,5479933,5927215,2014/15
Jason Terry,5450000,5894839,2014/15
Jamal Crawford,5450000,5894839,2014/15
Courtney Lee,5450000,5894839,2014/15
Louis Williams,5450000,5894839,2014/15
Tristan Thompson,5421233,5863724,2014/15
JJ Hickson,5381750,5821018,2014/15
Martell Webster,5381750,5821018,2014/15
Robin Lopez,5340229,5776108,2014/15
Nikola Mirotic,5305000,5738003,2014/15
Shaun Livingston,5305000,5738003,2014/15
Spencer Hawes,5305000,5738003,2014/15
Josh McRoberts,5305000,5738003,2014/15
Paul Pierce,5305000,5738003,2014/15
Chris Andersen,5300000,5732595,2014/15
Zaza Pachulia,5200000,5624433,2014/15
Ricky Rubio,5070686,5484564,2014/15
Michael Kidd-Gilchrist,5016960,5426453,2014/15
Tony Allen,5000000,5408109,2014/15
Chase Budinger,5000000,5408109,2014/15
Brandan Wright,5000000,5408109,2014/15
Trevor Booker,5000000,5408109,2014/15
Nick Young,4994420,5402073,2014/15
Victor Oladipo,4978200,5384529,2014/15
Jabari Parker,4930560,5333001,2014/15
Chris Kaman,4800000,5191784,2014/15
Kostas Papanikolaou,4797664,5189258,2014/15
Darren Collison,4797664,5189258,2014/15
Jameer Nelson,4750000,5137703,2014/15
Corey Brewer,4702500,5086326,2014/15
Timofey Mozgov,4650000,5029541,2014/15
Andre Miller,4625000,5002501,2014/15
Bradley Beal,4505280,4873009,2014/15
Jonas Jerebko,4500000,4867298,2014/15
Luis Scola,4500000,4867298,2014/15
Caron Butler,4500000,4867298,2014/15
Ben Gordon,4500000,4867298,2014/15
Otto Porter,4470480,4835368,2014/15
Joel Embiid,4427640,4789032,2014/15
Luc Mbah a Moute,4382576,4740290,2014/15
Raymond Felton,4360000,4715871,2014/15
Jared Dudley,4250000,4596892,2014/15
Kris Humphries,4250000,4596892,2014/15
CJ Miles,4205000,4548219,2014/15
Bismack Biyombo,4086453,4419996,2014/15
Dion Waiters,4062000,4393548,2014/15
Cody Zeller,4030560,4359541,2014/15
Danny Green,4025000,4353528,2014/15
Thabo Sefolosha,4000000,4326487,2014/15
Ian Mahinmi,4000000,4326487,2014/15
Mario Chalmers,4000000,4326487,2014/15
Aaron Gordon,3992040,4317877,2014/15
Vince Carter,3911981,4231284,2014/15
Kevin Seraphin,3898691,4216909,2014/15
Devin Harris,3878896,4195498,2014/15
Joel Anthony,3800000,4110163,2014/15
Maurice Williams,3750000,4056081,2014/15
Thomas Robinson,3678360,3978594,2014/15
Jonas Valanciunas,3678360,3978594,2014/15
Marreese Speights,3657500,3956031,2014/15
Alex Len,3649920,3947833,2014/15
Dante Exum,3615000,3910063,2014/15
Brandon Knight,3553917,3843994,2014/15
Gerald Green,3500000,3785676,2014/15
Patrick Mills,3500000,3785676,2014/15
Darrell Arthur,3457149,3739327,2014/15
Kemba Walker,3452183,3733956,2014/15
Steve Novak,3445947,3727211,2014/15
Matt Barnes,3396250,3673458,2014/15
Mirza Teletovic,3368100,3643010,2014/15
Damian Lillard,3340920,3613612,2014/15
Mike Scott,3333333,3605405,2014/15
Andrei Kirilenko,3326235,3597728,2014/15
Tyler Hansbrough,3326235,3597728,2014/15
Nerlens Noel,3315120,3585706,2014/15
Marcus Smart,3283320,3551310,2014/15
Evan Turner,3278000,3545556,2014/15
Bojan Bogdanovic,3278000,3545556,2014/15
Jason Smith,3278000,3545556,2014/15
Carlos Delfino,3250000,3515271,2014/15
Gary Neal,3250000,3515271,2014/15
Alec Burks,3201369,3462670,2014/15
Anthony Morrow,3200000,3461189,2014/15
Alexey Shved,3198723,3459808,2014/15
Markieff Morris,3153860,3411283,2014/15
Quincy Pondexter,3146068,3402855,2014/15
Dorell Wright,3145000,3401700,2014/15
Chris Copeland,3130000,3385476,2014/15
Marcus Morris,3105301,3358761,2014/15
Joel Freeland,3100000,3353027,2014/15
Klay Thompson,3075880,3326939,2014/15
Kawhi Leonard,3053368,3302589,2014/15
Harrison Barnes,3049920,3298860,2014/15
Ben McLemore,3026280,3273290,2014/15
Mike Dunleavy,3000000,3244865,2014/15
Randy Foye,3000000,3244865,2014/15
Anthony Tolliver,3000000,3244865,2014/15
Kosta Koufos,3000000,3244865,2014/15
Jerryd Bayless,3000000,3244865,2014/15
DJ Augustin,3000000,3244865,2014/15
Julius Randle,2997360,3242010,2014/15
Will Bynum,2915908,3153909,2014/15
Nikola Vucevic,2902757,3139685,2014/15
Marco Belinelli,2873750,3108310,2014/15
Furkan Aldemir,2810305,3039687,2014/15
Terrence Ross,2793960,3022008,2014/15
Kentavious Caldwell-Pope,2772480,2998774,2014/15
Iman Shumpert,2761113,2986480,2014/15
Luke Ridnour,2750000,2974460,2014/15
Nik Stauskas,2745840,2969960,2014/15
Brian Roberts,2732000,2954990,2014/15
Udonis Haslem,2732000,2954990,2014/15
Kirk Hinrich,2730000,2952827,2014/15
Andre Drummond,2568360,2777994,2014/15
Trey Burke,2548560,2756578,2014/15
Noah Vonleh,2524200,2730229,2014/15
Tobias Harris,2511432,2716419,2014/15
DeMarre Carroll,2500000,2704054,2014/15
James Johnson,2500000,2704054,2014/15
Austin Rivers,2439840,2638984,2014/15
Shelvin Mack,2433333,2631946,2014/15
CJ McCollum,2421000,2618606,2014/15
Elfrid Payton,2397840,2593556,2014/15
Kenneth Faried,2373537,2567269,2014/15
Reggie Jackson,2325680,2515506,2014/15
Meyers Leonard,2317920,2507112,2014/15
Michael Carter-Williams,2300040,2487773,2014/15
Doug McDermott,2277960,2463891,2014/15
Nick Collison,2242003,2424999,2014/15
Jeremy Lamb,2202000,2381731,2014/15
Steven Adams,2184960,2363300,2014/15
Norris Cole,2150188,2325690,2014/15
Cory Joseph,2134593,2308822,2014/15
Jimmy Butler,2119214,2292188,2014/15
Nate Robinson,2106720,2278674,2014/15
Eric Maynor,2106720,2278674,2014/15
Jordan Farmar,2100000,2271405,2014/15
Danny Granger,2100000,2271405,2014/15
Steve Blake,2100000,2271405,2014/15
Aron Baynes,2100000,2271405,2014/15
Vitor Faverani,2090000,2260589,2014/15
CJ Watson,2077000,2246528,2014/15
Beno Udrih,2077000,2246528,2014/15
Ramon Sessions,2077000,2246528,2014/15
Kelly Olynyk,2075760,2245187,2014/15
Zach LaVine,2055840,2223641,2014/15
Kent Bazemore,2000000,2163243,2014/15
Elton Brand,2000000,2163243,2014/15
DeJuan Blair,2000000,2163243,2014/15
John Henson,1987320,2149528,2014/15
Shabazz Muhammad,1971960,2132915,2014/15
TJ Warren,1953120,2112537,2014/15
Moe Harkless,1887840,2041929,2014/15
Samuel Dalembert,1885755,2039673,2014/15
Giannis Antetokounmpo,1873200,2026094,2014/15
Adreian Payne,1855320,2006754,2014/15
Ishmael Smith,1838615,1988684,2014/15
Jeff Ayres,1828750,1978015,2014/15
Anthony Randolph,1825359,1974348,2014/15
Jeremy Evans,1795000,1941511,2014/15
Joffrey Lauvergne,1790281,1936407,2014/15
Reggie Evans,1768654,1913014,2014/15
Jusuf Nurkic,1762680,1906553,2014/15
Lucas Nogueira,1762680,1906553,2014/15
Zoran Dragic,1756500,1899868,2014/15
Gigi Datome,1750000,1892838,2014/15
Tyler Zeller,1703760,1842824,2014/15
Dennis Schroeder,1690680,1828676,2014/15
James Young,1674480,1811154,2014/15
Pablo Prigioni,1662961,1798694,2014/15
Ryan Kelly,1650000,1784676,2014/15
Terrence Jones,1618680,1750799,2014/15
Shane Larkin,1606080,1737171,2014/15
Ronny Turiaf,1600000,1730594,2014/15
Miroslav Raduljica,1596056,1726328,2014/15
Tyler Ennis,1590720,1720557,2014/15
Andrew Nicholson,1545840,1672014,2014/15
Sergey Karasev,1533840,1659034,2014/15
Gary Harris,1519200,1643199,2014/15
Donatas Motiejunas,1483920,1605040,2014/15
Evan Fournier,1483920,1605040,2014/15
Tony Snell,1472400,1592580,2014/15
Bruno Caboclo,1458360,1577394,2014/15
Jannero Pargo,1448490,1566718,2014/15
Nazr Mohammed,1448490,1566718,2014/15
James Jones,1448490,1566718,2014/15
Shawn Marion,1448490,1566718,2014/15
Richard Jefferson,1448490,1566718,2014/15
Leandro Barbosa,1448490,1566718,2014/15
Hidayet Turkoglu,1448490,1566718,2014/15
Willie Green,1448490,1566718,2014/15
Matt Bonner,1448490,1566718,2014/15
Rasual Butler,1448490,1566718,2014/15
Jared Sullinger,1424520,1540791,2014/15
Gorgui Dieng,1413480,1528850,2014/15
Mitch McGary,1400040,1514313,2014/15
Victor Claver,1370000,1481821,2014/15
Mason Plumlee,1357080,1467847,2014/15
Jordan Adams,1344120,1453829,2014/15
Jason Maxiell,1316809,1424289,2014/15
Charlie Villanueva,1316809,1424289,2014/15
Francisco Garcia,1316809,1424289,2014/15
Ronnie Price,1316809,1424289,2014/15
Sebastian Telfair,1316809,1424289,2014/15
John Jenkins,1312920,1420082,2014/15
Ryan Hollins,1310286,1417233,2014/15
Solomon Hill,1302840,1409180,2014/15
Louis Amundson,1294868,1400557,2014/15
Rodney Hood,1290360,1395681,2014/15
Alan Anderson,1276061,1380215,2014/15
Austin Daye,1263550,1366682,2014/15
Bernard James,1259775,1362600,2014/15
Tim Hardaway Jr,1250640,1352719,2014/15
Pero Antic,1250000,1352027,2014/15
Shabazz Napier,1238640,1339740,2014/15
Jordan Hamilton,1232610,1333217,2014/15
Shavlik Randolph,1227985,1328214,2014/15
Aaron Gray,1227985,1328215,2014/15
Rodney Stuckey,1227985,1328215,2014/15
Jeff Adrien,1217698,1317087,2014/15
Tony Wroten,1210080,1308848,2014/15
Reggie Bullock,1200720,1298725,2014/15
Clint Capela,1189200,1286264,2014/15
Miles Plumlee,1169880,1265367,2014/15
Andre Roberson,1160880,1255633,2014/15
PJ Hairston,1149720,1243562,2014/15
Cartier Martin,1145685,1239197,2014/15
Brandon Rush,1145685,1239197,2014/15
Shawne Williams,1145685,1239197,2014/15
Arnett Moultrie,1136160,1228895,2014/15
Christapher Johnson,1135974,1228693,2014/15
Perry Jones,1129200,1221367,2014/15
Rudy Gobert,1127400,1219420,2014/15
Marquis Teague,1120920,1212411,2014/15
Festus Ezeli,1112880,1203715,2014/15
Archie Goodwin,1112280,1203066,2014/15
CJ Wilcox,1109760,1200340,2014/15
Nemanja Nedovic,1104240,1194370,2014/15
Damjan Rudez,1100000,1189784,2014/15
Kyle Anderson,1093680,1182948,2014/15
Kyle Singler,1090000,1178967,2014/15
Xavier Henry,1082000,1170314,2014/15
Wayne Ellington,1063384,1150179,2014/15
Alonzo Gee,1063384,1150179,2014/15
Omri Casspi,1063384,1150179,2014/15
John Salmons,1000000,1081621,2014/15
Robert Covington,1000000,1081621,2014/15
Toure Murry,1000000,1081621,2014/15
Al-Farouq Aminu,981084,1061161,2014/15
Ekpe Udoh,981084,1061161,2014/15
Wesley Johnson,981084,1061161,2014/15
Ed Davis,981084,1061161,2014/15
Alexis Ajinca,981084,1061161,2014/15
Luke Babbitt,981084,1061161,2014/15
Cole Aldrich,981084,1061161,2014/15
Greg Stiemsma,981084,1061161,2014/15
Garrett Temple,981084,1061161,2014/15
Jon Leuer,967500,1046469,2014/15
Ricky Ledo,960566,1038968,2014/15
Jorge Gutierrez,960566,1038968,2014/15
E'Twaun Moore,948163,1025553,2014/15
Greg Smith,948163,1025553,2014/15
Joey Dorsey,948163,1025553,2014/15
Donald Sloan,948163,1025553,2014/15
Lavoy Allen,948163,1025553,2014/15
Jimmer Fredette,948163,1025553,2014/15
Lance Thomas,937004,1013484,2014/15
Jae Crowder,915243,989946,2014/15
Chris Douglas-Roberts,915243,989946,2014/15
Jeffery Taylor,915243,989946,2014/15
Aaron Brooks,915243,989946,2014/15
Will Barton,915243,989946,2014/15
Draymond Green,915243,989946,2014/15
Patrick Beverley,915243,989946,2014/15
Robert Sacre,915243,989946,2014/15
Khris Middleton,915243,989946,2014/15
Darius Miller,915243,989946,2014/15
Quincy Acy,915243,989946,2014/15
Kyle O'Quinn,915243,989946,2014/15
Henry Sims,915243,989946,2014/15
Kendall Marshall,915243,989946,2014/15
Nate Wolters,904854,978709,2014/15
Gal Mekel,888524,961046,2014/15
Joe Harris,884879,957104,2014/15
Devyn Marble,884879,957104,2014/15
Jerami Grant,884879,957104,2014/15
Robbie Hummel,880000,951827,2014/15
Jamaal Franklin,864510,935072,2014/15
Allen Crabbe,862000,932358,2014/15
Dante Cunningham,831941,899845,2014/15
Damien Inglis,820000,886929,2014/15
Kenyon Martin,818049,884819,2014/15
Mike Muscala,816482,883124,2014/15
Phil Pressey,816482,883124,2014/15
Jerome Jordan,816482,883124,2014/15
Troy Daniels,816482,883124,2014/15
Matthew Dellavedova,816482,883124,2014/15
Ognjen Kuzmic,816482,883124,2014/15
Justin Holiday,816482,883124,2014/15
Nick Calathes,816482,883124,2014/15
Justin Hamilton,816482,883124,2014/15
Jeff Withey,816482,883124,2014/15
Dewayne Dedmon,816482,883124,2014/15
Hollis Thompson,816482,883124,2014/15
Isaiah Canaan,816482,883124,2014/15
Tony Mitchell,816482,883124,2014/15
Ray McCallum,816482,883124,2014/15
Carrick Felix,816482,883124,2014/15
Grant Jerrett,816482,883124,2014/15
Ian Clark,816481,883123,2014/15
Darius Morris,803149,868703,2014/15
Hassan Whiteside,775191,838462,2014/15
Dahntay Jones,721169,780032,2014/15
Malcolm Thomas,713910,772180,2014/15
Spencer Dinwiddie,700000,757135,2014/15
Johnny O'Bryant,600000,648973,2014/15
Markel Brown,507336,548745,2014/15
Cory Jefferson,507336,548745,2014/15
Cameron Bairstow,507336,548745,2014/15
Dwight Powell,507336,548745,2014/15
Erick Green,507336,548745,2014/15
KJ McDaniels,507336,548745,2014/15
Nick Johnson,507336,548745,2014/15
Shayne Whittington,507336,548745,2014/15
Jordan Clarkson,507336,548745,2014/15
Tarik Black,507336,548745,2014/15
Jarnell Stokes,507336,548745,2014/15
Russ Smith,507336,548745,2014/15
James Ennis,507336,548745,2014/15
Glenn Robinson III,507336,548745,2014/15
Patric Young,507336,548745,2014/15
Cleanthony Early,507336,548745,2014/15
Travis Wear,507336,548745,2014/15
JaKarr Sampson,507336,548745,2014/15
Eric Moreland,507336,548745,2014/15
Joe Ingles,507336,548745,2014/15
AJ Price,493917,534230,2014/15
John Lucas,491968,532123,2014/15
Reggie Williams,487905,527728,2014/15
Glen Rice Jr,470677,509094,2014/15
Quincy Miller,398393,430910,2014/15
Lorenzo Brown,390082,421921,2014/15
Earl Barron,390063,421900,2014/15
Michael Beasley,330225,357178,2014/15
Henry Walker,311634,337070,2014/15
Elijah Millsap,301417,326019,2014/15
Langston Galloway,295455,319570,2014/15
Tyler Johnson,280526,303423,2014/15
Andre Dawkins,271697,293872,2014/15
Toney Douglas,268973,290927,2014/15
James Michael McAdoo,259634,280825,2014/15
Metta World Peace,250000,270405,2014/15
JaMychal Green,244712,264685,2014/15
Shannon Brown,215811,233425,2014/15
Alex Kirk,214871,232409,2014/15
Kalin Lucas,173008,187128,2014/15
Elliot Williams,161511,174693,2014/15
Bryce Cotton,152200,164622,2014/15
Jack Cooley,152199,164621,2014/15
Brandon Davies,129676,140260,2014/15
Earl Clark,125104,135315,2014/15
Lester Hudson,111548,120652,2014/15
Tim Frazier,107435,116203,2014/15
Will Cherry,106567,115265,2014/15
Jabari Brown,104450,112975,2014/15
Jarvis Varnado,75000,81121,2014/15
Drew Gordon,73657,79669,2014/15
Jerel McNeal,59686,64557,2014/15
David Stockton,59686,64557,2014/15
Larry Drew II,53716,58100,2014/15
Chris Babb,48028,51948,2014/15
Vander Blue,48028,51948,2014/15
Dwight Buycks,48028,51948,2014/15
Arinze Onuaku,48028,51948,2014/15
Seth Curry,48028,51948,2014/15
Malcolm Lee,37686,40762,2014/15
Sim Bhullar,35000,37856,2014/15
Jarell Eddie,29843,32278,2014/15
Sean Kilpatrick,29843,32278,2014/15
David Wear,29843,32278,2014/15
Josh Davis,20000,21632,2014/15
Kobe Bryant,30453000,33621231,2013/14
Dirk Nowitzki,22721381,25085239,2013/14
Gilbert Arenas,22346536,24671397,2013/14
Amare Stoudemire,21679893,23935398,2013/14
Carmelo Anthony,21490000,23725750,2013/14
Joe Johnson,21466718,23700045,2013/14
Dwight Howard,20513178,22647302,2013/14
Pau Gasol,19285850,21292287,2013/14
Chris Bosh,19067500,21051220,2013/14
LeBron James,19067500,21051220,2013/14
Kevin Durant,18773176,20726276,2013/14
Chris Paul,18668431,20610634,2013/14
Dwyane Wade,18536000,20464425,2013/14
Deron Williams,18466130,20387286,2013/14
